pair_id,front_image,rear_image,front_target_bbox_xyxy,rear_candidates,front_mask,road_context,time_of_day,weather
P0104,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000135.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000164.jpg,"[0.621, 277.525, 334.891, 478.449]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.042, 252.031, 61.324, 282.707]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [398.177, 267.877, 438.524, 301.609]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [541.403, 246.058, 732.792, 356.396]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000135_fl_car_004.png,highway,day,overcast
P0105,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000172.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000254.jpg,"[271.576, 335.283, 382.498, 410.195]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [107.053, 261.281, 186.403, 285.143]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [217.013, 267.425, 246.66, 282.313]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [365.468, 268.228, 390.46, 287.961]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [398.893, 264.732, 445.943, 306.528]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [453.707, 269.806, 474.545, 287.807]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [510.191, 256.931, 583.339, 315.967]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000172_fl_truck_005.png,highway,day,overcast
P0106,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000179.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000241.jpg,"[163.094, 324.117, 347.511, 431.957]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.131, 233.308, 130.873, 294.327]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [195.056, 257.966, 247.901, 284.778]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [381.202, 270.96, 400.538, 287.79]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [402.12, 267.22, 447.962, 307.867]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [445.786, 274.393, 457.202, 281.777]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [459.33, 269.21, 482.733, 289.722]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [530.082, 253.088, 634.611, 331.061]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000179_fl_truck_005.png,highway,day,overcast
P0107,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000188.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000276.jpg,"[0.145, 292.053, 265.983, 483.336]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [214.313, 266.513, 246.836, 283.281]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [334.128, 265.43, 373.889, 294.781]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [402.741, 264.931, 450.099, 307.148]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [453.813, 268.964, 471.661, 286.325]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [491.887, 262.062, 537.456, 302.45]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000188_fl_truck_005.png,highway,day,overcast
P0108,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000195.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000206.jpg,"[710.248, 323.846, 831.42, 374.624]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [109.694, 235.624, 219.077, 284.815]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [248.467, 270.089, 266.254, 280.777]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [260.589, 210.758, 279.925, 242.113]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [277.812, 268.659, 297.657, 279.988]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [316.721, 269.745, 332.747, 278.467]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [392.112, 270.775, 404.393, 282.596]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [399.097, 267.027, 441.5, 304.137]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [439.833, 272.955, 449.309, 280.072]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [468.619, 265.83, 504.25, 295.414]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000195_fl_delivery_van_005.png,highway,day,overcast
P0109,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000196.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000209.jpg,"[758.466, 313.28, 936.253, 379.039]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [232.412, 250.438, 285.444, 279.622]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [305.533, 269.623, 320.068, 278.551]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [392.686, 270.469, 404.906, 282.69]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [399.231, 265.664, 442.652, 303.15]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [467.98, 264.858, 502.19, 293.67]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [736.705, 285.389, 959.935, 384.443]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000196_fl_bus_004.png,highway,day,overcast
P0110,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000232.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000238.jpg,"[713.073, 341.093, 817.814, 383.185]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [45.904, 245.037, 153.258, 288.072]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [384.041, 268.934, 402.469, 285.051]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [404.065, 264.915, 449.584, 304.868]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [446.964, 271.855, 457.893, 279.57]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [460.913, 266.521, 484.606, 287.262]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000232_fl_delivery_van_004.png,highway,day,overcast
P0111,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000232.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000239.jpg,"[713.073, 341.093, 817.814, 383.185]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [115.969, 250.365, 196.574, 286.179]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [383.124, 269.32, 401.868, 284.961]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [403.671, 265.191, 449.157, 305.303]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [446.739, 272.177, 457.788, 279.615]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [460.657, 266.926, 484.153, 287.629]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [534.714, 249.695, 646.632, 331.484]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000232_fl_delivery_van_004.png,highway,day,overcast
P0112,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000233.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000241.jpg,"[770.496, 333.826, 925.589, 388.885]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.131, 233.308, 130.873, 294.327]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [195.056, 257.966, 247.901, 284.778]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [381.202, 270.96, 400.538, 287.79]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [402.12, 267.22, 447.962, 307.867]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [445.786, 274.393, 457.202, 281.777]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [459.33, 269.21, 482.733, 289.722]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [530.082, 253.088, 634.611, 331.061]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000233_fl_delivery_van_005.png,highway,day,overcast
P0113,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000252.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000316.jpg,"[310.172, 348.0, 393.125, 404.106]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.017, 234.661, 219.936, 354.99]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [260.609, 269.594, 284.598, 280.619]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [320.291, 255.388, 354.511, 275.357]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [409.278, 265.939, 454.218, 305.827]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [451.943, 272.842, 463.942, 284.088]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [468.857, 267.244, 493.81, 291.413]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [564.477, 262.36, 728.125, 353.706]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000252_fl_car_002.png,highway,day,overcast
P0114,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000271.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000283.jpg,"[791.548, 354.472, 908.624, 390.069]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [106.664, 257.712, 127.448, 266.705]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [115.949, 260.101, 186.512, 285.993]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [312.481, 263.473, 361.156, 298.792]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [401.215, 265.548, 448.343, 307.535]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [450.738, 270.773, 467.234, 285.493]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [485.035, 263.531, 525.46, 299.843]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000271_fl_car_002.png,highway,day,overcast
P0115,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000322.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000373.jpg,"[0.0, 320.904, 271.293, 474.234]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [159.447, 265.708, 203.935, 279.393]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [382.759, 262.523, 406.326, 282.953]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [411.807, 263.994, 453.533, 300.827]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [455.949, 266.778, 472.304, 281.989]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [477.324, 268.4, 505.45, 282.648]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [535.896, 266.132, 620.913, 320.604]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000322_fl_car_009.png,highway,day,overcast
P0116,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000322.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000393.jpg,"[349.409, 305.281, 427.61, 385.527]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [75.518, 228.734, 151.562, 280.857]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [148.749, 246.243, 182.016, 279.171]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [149.826, 246.414, 181.758, 279.306]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [382.584, 263.708, 412.744, 287.514]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [425.003, 268.894, 456.07, 295.278]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [504.205, 146.231, 715.882, 350.687]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000322_fl_truck_001.png,highway,day,overcast
P0117,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000322.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000394.jpg,"[349.409, 305.281, 427.61, 385.527]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [122.17, 235.769, 207.72, 280.854]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [181.196, 248.167, 207.376, 279.606]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [381.709, 263.969, 412.144, 288.025]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [424.848, 269.553, 455.364, 295.401]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [484.613, 271.722, 502.797, 287.954]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [501.767, 153.893, 693.252, 346.732]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [564.538, 198.04, 590.619, 225.702]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000322_fl_truck_001.png,highway,day,overcast
P0118,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000326.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000339.jpg,"[844.606, 357.348, 958.499, 382.008]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.003, 248.409, 65.239, 287.696]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [165.758, 266.319, 215.364, 281.111]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [288.935, 266.863, 309.21, 277.739]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [397.53, 268.557, 412.127, 280.737]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [407.679, 265.455, 454.656, 307.242]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [461.209, 267.362, 479.128, 280.988]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [499.591, 267.736, 558.798, 308.488]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000326_fl_car_003.png,highway,day,overcast
P0119,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000345.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000316.jpg,"[615.876, 332.796, 805.81, 442.698]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.017, 234.661, 219.936, 354.99]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [260.609, 269.594, 284.598, 280.619]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [320.291, 255.388, 354.511, 275.357]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [409.278, 265.939, 454.218, 305.827]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [451.943, 272.842, 463.942, 284.088]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [468.857, 267.244, 493.81, 291.413]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [564.477, 262.36, 728.125, 353.706]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000345_fl_car_002.png,highway,day,overcast
P0120,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000354.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000415.jpg,"[70.1, 206.963, 424.512, 427.438]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [158.527, 264.744, 215.256, 280.06]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [244.398, 270.812, 266.408, 278.827]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [296.02, 260.184, 347.535, 294.247]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [383.529, 269.827, 413.551, 293.383]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [417.906, 272.613, 428.258, 284.131]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [428.212, 218.892, 485.809, 304.164]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [491.657, 272.548, 521.507, 295.659]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000354_fl_truck_001.png,highway,day,overcast
P0121,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000373.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000392.jpg,"[643.564, 342.279, 689.281, 372.956]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [56.082, 240.598, 142.196, 282.97]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [346.827, 271.474, 357.485, 276.949]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [383.28, 264.09, 412.705, 287.788]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [424.717, 269.285, 456.156, 295.849]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [483.723, 272.778, 506.38, 288.769]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [509.174, 136.599, 748.346, 355.663]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000373_fl_truck_004.png,highway,day,overcast
P0122,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000379.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000391.jpg,"[790.863, 325.167, 928.222, 383.852]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.002, 235.157, 89.566, 286.03]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [339.597, 272.051, 351.167, 278.451]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [383.574, 265.139, 412.613, 288.683]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [424.482, 269.93, 456.052, 297.251]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [482.978, 273.656, 505.976, 290.134]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [513.147, 128.047, 787.918, 360.896]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000379_fl_ambulance_003.png,highway,day,overcast
P0123,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000506.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000448.jpg,"[697.785, 343.167, 818.481, 401.825]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [215.861, 270.072, 233.404, 277.997]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [315.208, 265.94, 363.595, 296.935]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [403.736, 243.338, 448.369, 293.19]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [449.343, 270.872, 463.653, 280.23]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [470.722, 270.191, 499.291, 294.34]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000506_fl_car_001.png,highway,day,overcast
P0124,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000573.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000523.jpg,"[759.532, 347.085, 835.591, 381.811]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [42.257, 250.248, 186.953, 314.228]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [242.389, 262.824, 282.835, 285.551]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [324.525, 231.122, 392.213, 292.359]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [410.586, 260.906, 471.618, 316.025]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000573_fl_car_003.png,highway,day,overcast
P0125,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_000744.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_000681.jpg,"[0.0, 320.176, 275.924, 475.526]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [141.684, 260.646, 176.343, 277.116]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [208.34, 275.194, 241.957, 294.813]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [271.982, 256.391, 296.392, 269.874]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [307.879, 263.778, 322.537, 270.518]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [327.127, 260.635, 340.856, 268.87]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [361.179, 261.199, 373.625, 267.712]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [410.777, 270.005, 442.372, 295.809]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [443.528, 263.524, 528.57, 330.981]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f000744_fl_car_002.png,highway,day,overcast
P0126,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001365.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001386.jpg,"[561.591, 348.229, 617.797, 385.795]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [94.183, 271.608, 111.504, 278.795]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [135.07, 272.483, 171.291, 291.602]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [208.845, 260.948, 295.785, 314.999]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [287.025, 267.041, 331.853, 302.03]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [358.556, 273.572, 379.529, 288.979]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [415.692, 270.874, 424.06, 298.48]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [639.174, 272.378, 737.257, 329.226]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001365_fl_car_002.png,suburban,day,overcast
P0127,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001365.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001386.jpg,"[631.05, 339.033, 758.106, 402.127]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [94.183, 271.608, 111.504, 278.795]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [135.07, 272.483, 171.291, 291.602]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [208.845, 260.948, 295.785, 314.999]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [287.025, 267.041, 331.853, 302.03]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [358.556, 273.572, 379.529, 288.979]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [415.692, 270.874, 424.06, 298.48]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [639.174, 272.378, 737.257, 329.226]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001365_fl_car_003.png,suburban,day,overcast
P0128,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001374.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001408.jpg,"[490.114, 351.424, 511.606, 366.327]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [57.135, 252.855, 211.8, 315.276]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [331.864, 259.048, 366.712, 284.61]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [399.523, 259.906, 418.017, 274.697]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [532.227, 260.195, 564.932, 285.405]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001374_fl_car_001.png,suburban,day,overcast
P0129,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001389.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001413.jpg,"[595.815, 336.005, 694.074, 392.941]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [269.762, 259.607, 323.903, 290.086]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [370.282, 257.49, 395.995, 276.875]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [414.527, 257.093, 429.593, 270.005]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [527.695, 258.179, 557.48, 282.007]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001389_fl_car_004.png,suburban,day,overcast
P0130,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001399.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001409.jpg,"[725.812, 331.911, 959.98, 427.086]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [133.978, 256.759, 248.002, 309.049]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [342.64, 259.422, 374.36, 283.79]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [403.481, 259.916, 420.711, 274.368]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [532.128, 260.225, 564.238, 285.168]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001399_fl_car_001.png,suburban,day,overcast
P0131,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001415.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001432.jpg,"[576.753, 335.36, 709.864, 402.231]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.0, 243.811, 103.503, 357.916]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [348.463, 250.808, 399.97, 283.068]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [469.675, 246.509, 485.77, 258.235]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [499.362, 243.69, 512.777, 255.127]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [567.486, 251.923, 596.405, 274.72]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [603.359, 241.007, 622.986, 253.765]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001415_fl_car_002.png,suburban,day,overcast
P0132,data/camera_splits/2026_02_19_10_03_16_940d98f3/FL/fl_001440.jpg,data/camera_splits/2026_02_19_10_03_16_940d98f3/RL/rl_001459.jpg,"[650.134, 338.041, 835.92, 426.184]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [360.598, 247.626, 409.597, 277.627]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [484.701, 239.427, 504.256, 252.372]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [515.499, 250.514, 555.418, 278.868]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [528.244, 233.062, 543.135, 243.667]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [568.638, 227.38, 578.126, 233.748]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [579.495, 235.673, 604.818, 251.545]}]",data/object_detections/2026_02_19_10_03_16_940d98f3/masks/FL/2026_02_19_10_03_16_940d98f3_f001440_fl_car_001.png,suburban,day,overcast
